Name,SMILES,human VDss (L/kg),human CL (mL/min/kg),"fraction unbound 
in plasma (fu)",MRT (h),terminal  t1/2 (h),MW,HBA,HBD,TPSA_NO,RotBondCount,moka_ionState7.4,MoKa.LogP,MoKa.LogD7.4
Metocurine,COc1ccc2C[C@@H]3c4c(CC[N+]3(C)C)cc(OC)c(OC)c4Oc5ccc(C[C@H]6c7cc(Oc1c2)c(OC)cc7CC[N+]6(C)C)cc5,0.4,1.2,0.65,5.6,5.1,652.82,8,0,55.4,4,neutral,2.3,2.3
Metolazone,CC1Nc2cc(Cl)c(cc2C(=O)N1c3ccccc3C)S(=O)(=O)N,1.6,1.4,0.05,19,20,365.83,6,2,92.5,2,neutral,3.5,3.5
Metopimazine,CS(=O)(=O)c1ccc2c(c1)N(c3ccccc3S2)CCCN4CCC(CC4)C(=O)N,,12.14,,,4,445.6,6,1,83.7,6,cationic,2.5,0.91
Metoprolol,COCCc1ccc(OCC(O)CNC(C)C)cc1,3.1,13,0.88,4,3.6,267.36,4,2,50.7,9,cationic,1.9,0.064
Metrizoate,CN(C(=O)C)c1c(I)c(NC(=O)C)c(I)c(C(=O)O)c1I,0.17,2.7,1,1,1.3,627.94,6,2,86.7,3,anionic,1.4,-1.9
Metronidazole,Cc1ncc(N(=O)=O)n1CCO,0.4,0.85,0.96,7.8,7.1,171.15,6,1,83.9,3,neutral,-0.44,-0.44
Mexiletine,CC(N)COc1c(C)cccc1C,5.9,8.3,0.36,12,9.9,179.26,2,1,35.3,3,cationic,2.2,0.55
Mezlocillin,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCN(C3=O)S(=O)(=O)C)c4ccccc4)C(=O)N2[C@H]1C(=O)O,0.09,2.1,0.7,0.71,1.2,539.58,13,3,173.5,6,anionic,1,-2.3
Mianserin,N12[C@@H](c3c(cccc3)Cc3c1cccc3)C[N@@](C)CC2,13.75,21.9,0.05,10.5,9.6,264.36,2,0,6.5,0,cationic,3.1,2.3
Mibefradil,COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc4cc(F)ccc4[C@@H]1C(C)C,3.1,4,0.005,13,13,495.63,6,1,67.4,12,cationic,5.9,3.8
Mibenratide,C[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H]2CSSC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CCC(=O)O)CC(=O)O)C)CCC(=O)N)C(C)C)Cc3ccccc3)CC(=O)O)CO)NC(=O)[C@@H](NC(=O)[C@@H]4CCCN4C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC2=O)Cc5ccc(cc5)O)CC(=O)N)CC(=O)O)CCCCN)CCCNC(=N)N)CCCNC(=N)N,0.38,68.11,,0.09,0.25,2097.25,57,32,940.7,34,anionic,-9,-9
Micafungin,CCCCCOc1ccc(cc1)c2onc(c2)c3ccc(cc3)C(=O)N[C@H]4C[C@@H](O)[C@@H](O)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@@H](NC(=O)C(NC(=O)[C@@H]6C[C@@H](O)CN6C(=O)C(NC4=O)[C@@H](C)O)[C@H](O)[C@@H](O)c7ccc(O)c(OS(=O)(=O)O)c7)[C@H](O)CC(=O)N,0.21,0.17,0.0023,21,16,1270.27,32,16,510.4,18,neutral,-3.9,-7.4
Miconazole,c1cc(c(cc1Cl)Cl)COC(Cn2ccnc2)c3ccc(cc3Cl)Cl,7.14,9.48,0.08,12.55,19.75,416.13,3,0,27,6,neutral,5.8,5.8
Micronomicin,C1C[C@@H](N)[C@H](O[C@@H]1CNC)O[C@@H]1[C@@H]([C@H]([C@@H](C[C@@H]1N)N)O[C@@H]1[C@@H]([C@H]([C@](CO1)(O)C)NC)O)O,0.15,1.1,,2.4,2.1,463.57,12,8,199.7,7,cationic,-4.2,-6.9
Midazolam,Cc1ncc2CN=C(c3ccccc3F)c4cc(Cl)ccc4n12,1.1,5.3,0.017,3.5,3.1,325.77,3,0,30.2,1,neutral,3.1,3.1
Midodrine,c1(c(ccc(c1)OC)OC)[C@@H](CNC(CN)=O)O,0.67,27.9,0.7,0.4,0.6,254.28,6,3,93.8,6,cationic,-1.3,-2.2
Mifamurtide,OC[C@@H](O)[C@@H](O)[C@H](O[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](CCC(=O)N[C@@H](C)C(=O)NCCOP(O)(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC)C(N)=O)[C@H](C=O)NC(C)=O,5.8,48.7,,1.98,2.05,1237.5,25,10,383.9,58,anionic,4.9,1.4
Mifepristone,C1=2[C@H]([C@H]3[C@]([C@@](C#CC)(O)CC3)(C)C[C@@H]1c1ccc(N(C)C)cc1)CCC=1C2CCC(C1)=O,0.45,0.5,0.02,15.7,16.6,429.59,3,1,40.5,3,neutral,4.8,4.8
Miglitol,OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,0.28,1.7,1,2.7,2.3,207.22,6,5,104.4,3,neutral,-3.1,-3.3
Mildronate,C(CCN[N+](C)(C)C)([O-])=O,0.7,2.8,,4.3,6.2,146.19,4,1,52.2,4,zwitterionic,-6.6,-8.9
Milnacipran,C1[C@@H]([C@@]1(C(=O)N(CC)CC)c1ccccc1)CN,4.51,8.17,0.87,8.17,6.48,246.35,3,1,46.3,5,cationic,0.9,-1.8
Milrinone,CC1=C(C=C(C#N)C(=O)N1)c2ccncc2,0.25,6.2,0.035,0.67,0.8,211.22,4,1,65.8,2,anionic,-0.055,-0.57
Minocycline,CN(C)[C@H]1[C@@H]2C[C@@H]3Cc4c(ccc(O)c4C(=O)C3=C(O)[C@]2(O)C(=O)C(=C1O)C(=O)N)N(C)C,1.6,1.2,0.005,22,17,457.48,10,5,164.6,3,zwitterionic,0.36,-1.9
Minoxidil,c1(N2CCCCC2)cc(n(=O)c(n1)N)N,0.9,11.5,1,1.3,1.5,209.25,6,2,91.1,1,neutral,0.9,0.9
Mipomersen,Cc1cn(c(=O)[nH]c1=O)[C@H]2C[C@@H]([C@H](O2)COP(=O)([O-])S[C@H]3C[C@@H](O[C@@H]3COP(=O)([O-])S[C@H]4C[C@@H](O[C@@H]4COP(=O)([O-])S[C@H]5C[C@@H](O[C@@H]5COP(=O)([O-])S[C@H]6C[C@@H](O[C@@H]6COP(=O)([O-])S[C@H]7C[C@@H](O[C@@H]7COP(=O)([O-])S[C@H]8C[C@@H](O[C@@H]8COP(=O)([O-])S[C@H]9C[C@@H](O[C@@H]9COP(=O)([O-])S[C@@H]1[C@H](O[C@H]([C@@H]1OCCOC)n1cc(c(nc1=O)N)C)COP(=O)([O-])S[C@@H]1[C@H](O[C@H]([C@@H]1OCCOC)n1cc(c(=O)[nH]c1=O)C)COP(=O)([O-])S[C@@H]1[C@H](O[C@H]([C@@H]1OCCOC)n1cc(c(nc1=O)N)C)COP(=O)([O-])S[C@@H]1[C@H](O[C@H]([C@@H]1OCCOC)n1cc(c(nc1=O)N)C)COP(=O)([O-])S[C@@H]1[C@H](O[C@H]([C@@H]1OCCOC)n1cnc2c1nc([nH]c2=O)N)CO)n1cnc2c1ncnc2N)n1cnc2c1nc([nH]c2=O)N)n1cc(c(=O)[nH]c1=O)C)n1cc(c(nc1=O)N)C)n1cc(c(=O)[nH]c1=O)C)n1cnc2c1nc([nH]c2=O)N)n1cc(c(nc1=O)N)C)SP(=O)([O-])OC[C@@H]1[C@H](C[C@@H](O1)n1cc(c(=O)[nH]c1=O)C)SP(=O)([O-])OC[C@@H]1[C@H](C[C@@H](O1)n1cc(c(nc1=O)N)C)SP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)n1cnc2c1nc([nH]c2=O)N)OCCOC)SP(=O)([O-])OC[C@H]1[C@@H]([C@@H]([C@H](O1)n1cc(c(nc1=O)N)C)OCCOC)SP(=O)([O-])OC[C@H]1[C@@H]([C@@H]([C@H](O1)n1cnc2c1ncnc2N)OCCOC)SP(=O)([O-])OC[C@H]1[C@@H]([C@@H]([C@H](O1)n1cc(c(nc1=O)N)C)OCCOC)SP(=O)([O-])OC[C@H]1[C@@H]([C@@H]([C@H](O1)n1cc(c(nc1=O)N)C)OCCOC)O,0.1,0.67,0.05,2.4,17.6,7158,189,26,2667.6,156,n/a,n/a,n/a
Mirabegron,O=C(Cc1csc(N)n1)Nc3ccc(CCNC[C@H](O)c2ccccc2)cc3,23.8,13.6,0.29,29.3,50,396.51,6,4,100.3,9,cationic,1.8,0.34
Mirtazapine,CN1CCN2C(C1)c3ccccc3Cc4cccnc24,4.2,8,0.15,8.8,15,265.35,3,0,19.4,0,cationic,2.3,1.1
Mitonafide,c12c3cccc1cc(cc2C(=O)N(C3=O)CCN(C)C)[N+](=O)[O-],11.3,34.6,,5.6,28.7,313.31,7,0,83.8,4,neutral,2.3,2.1
Mitoxantrone,OCCNCCNc1ccc(NCCNCCO)c2C(=O)c3c(O)ccc(O)c3C(=O)c12,12,7.9,0.25,25,53,444.48,10,8,163.2,12,cationic,-0.37,-3.2
Mivacurium (cis/cis),COc1cc2CC[N+](C)(CCCOC(=O)CC\C=C\CCC(=O)OCCC[N+]3(C)CCc4cc(OC)c(OC)cc4C3Cc5cc(OC)c(OC)c(OC)c5)C(Cc6cc(OC)c(OC)c(OC)c6)c2cc1OC,0.27,5.2,0.7,0.87,0.83,1029.26,16,0,144.9,30,neutral,2.3,2.3
Mizolastine,n1(Cc2ccc(cc2)F)c(N2CCC(CC2)N(C)c2nccc([nH]2)=O)nc2c1cccc2,0.38,1.03,,6,9.6,432.49,7,1,70.1,5,neutral,3.5,3.5
Moclobemide,Clc1ccc(cc1)C(=O)NCCN2CCOCC2,1.1,10,0.77,1.8,1.5,268.74,4,1,41.6,4,neutral,1.4,1.3
Moexipril ,C(c1ccccc1)C[C@H](N[C@H](C(N1Cc2c(C[C@H]1C(O)=O)cc(OC)c(c2)OC)=O)C)C(OCC)=O,,6.3,0.12,,1.3,498.57,9,2,114.4,12,anionic,3,-0.37
Molsidomine,[n+]1(N2CCOCC2)cc([NH-]C(OCC)=O)on1,1.4,11,1,2.1,1.6,243.24,8,1,84.6,4,neutral,-2.3,-2.3
Mometasone Furoate,C(c1ccco1)(=O)O[C@]1([C@@]2([C@H]([C@@H]3[C@]([C@@]4(C(=CC(=O)C=C4)CC3)C)(Cl)[C@H](C2)O)C[C@H]1C)C)C(CCl)=O,2.2,12.7,0.01,2.9,4.4,521.43,6,1,94.1,5,neutral,4.5,4.5
Montelukast,CC(C)(O)c1ccccc1CC[C@@H](SCC2(CC(=O)O)CC2)c3cccc(\C=C\c4ccc5ccc(Cl)cc5n4)c3,0.15,0.68,0.002,3.8,5,586.18,4,2,70.4,11,anionic,8.3,4.8
Morinidazole,OC(CN1CCOCC1)Cn2c(cnc2C)[N+]([O-])=O,0.75,1.6,,7.9,6.2,270.29,8,1,93.7,5,neutral,-0.81,-0.88
Morphine,CN1CC[C@]23[C@H]4Oc5c(O)ccc(C[C@@H]1[C@@H]2C=C[C@@H]4O)c35,2.3,26,0.65,1.5,2,285.34,4,2,52.9,0,cationic,1.1,0.093
Morphine-6-Glucuronide,CN1CC[C@]23[C@H]4Oc5c(O)ccc(C[C@@H]1[C@@H]2C=C[C@@H]4O[C@@H]6O[C@@H]([C@@H](O)[C@H](O)[C@H]6O)C(=O)O)c35,0.12,2.2,0.67,0.91,1.4,461.46,10,5,149.1,3,zwitterionic,-0.47,-2.4
Moxalactam,CO[C@]1(NC(=O)[C@H](C(=O)O)c2ccc(O)cc2)[C@H]3OCC(=C(N3C1=O)C(=O)O)CSc4nnnn4C,0.17,0.72,0.39,3.9,2.9,520.47,15,4,206.3,9,anionic,-0.95,-4.2
Moxifloxacin,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc4C(=O)C(=CN(C5CC5)c14)C(=O)O,1.4,2.4,0.6,9.7,8.2,401.43,7,2,82.1,4,zwitterionic,2.4,-0.36
Moxonidine,COc1nc(C)nc(Cl)c1NC2=NCCN2,1.8,11,0.93,2.7,2.2,241.68,6,2,71.4,3,cationic,0.55,0.13
Mycophenolic acid,c12c(c(c(C\C=C(\CCC(O)=O)C)c(c1C)OC)O)C(=O)OC2,0.77,2.33,0.02,6.5,9.7,320.34,6,2,93.1,6,anionic,3.2,0.58
Nadolol,CC(C)(C)NCC(O)COc1cccc2CC(O)C(O)Cc12,1.9,2.9,0.14,11,9.2,309.4,5,4,81.9,5,cationic,1.1,-0.79
Nafamostat,c1cc(ccc1C(=O)Oc2ccc3cc(ccc3c2)C(=N)N)NC(=N)N,5.71,81.96,,1.15,1.84,347.37,7,5,138.1,6,cationic,1.9,-3.2
Nafarelin,c1(c2c(cccc2)[nH]c1)C[C@@H](NC([C@@H](Cc1c[nH]cn1)NC([C@@H]1CCC(N1)=O)=O)=O)C(N[C@@H](C(N[C@@H](Cc1ccc(O)cc1)C(N[C@@H](Cc1cc2c(cccc2)cc1)C(N[C@@H](C(N[C@@H](C(N1[C@@H](CCC1)C(NCC(N)=O)=O)=O)CCCNC(N)=N)=O)CC(C)C)=O)=O)=O)CO)=O,0.14,0.72,0.19,3.33,3.5,1322.47,30,17,472.1,34,cationic,-0.4,-4.4
Nafcillin,CCOc1ccc2ccccc2c1C(=O)N[C@H]3[C@H]4SC(C)(C)[C@@H](N4C3=O)C(=O)O,0.22,3.3,0.13,1.1,0.7,414.47,7,2,95.9,5,anionic,3.5,0.18
Naftopidil,c1ccc2ccccc2c1OC[C@@H](CN1CCN(CC1)c1c(cccc1)OC)O,,11,0.008,,3.3,392.49,5,1,45.2,7,cationic,3.9,2.5
Nalbuphine,O[C@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5O[C@@H]1[C@]2(CCN3CC6CCC6)c45,4.6,22,0.5,3.5,3.7,357.44,5,3,73.2,2,cationic,2,1.2
Nalmefene,Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)C(=C)CC[C@@]36O,8.2,15,0.65,9.1,8.8,339.43,4,2,52.9,2,cationic,2.5,2
Naloxone,Oc1ccc2C[C@H]3N(CC=C)CC[C@@]45[C@@H](Oc1c24)C(=O)CC[C@@]35O,1.7,23,0.54,1.2,1.1,327.37,5,2,70,2,neutral,1.1,0.89
Naltrexone,Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)C(=O)CC[C@@]36O,7.6,57,0.79,2.2,1.9,341.4,5,2,70,2,neutral,1.3,1
Naphtidrofuryl oxalate,CCN(CC)CCOC(=O)C(Cc1cccc2c1cccc2)CC3CCCO3,0.98,10.8,0.2,1.5,1.35,383.52,4,0,38.8,11,cationic,4.9,3.6
Naproxen,C[C@@H](c1ccc2cc(ccc2c1)OC)C(=O)O,0.09,0.07,0.002,19.78,16.63,230.26,3,1,46.5,3,anionic,2.9,0.023
Napsagatran,NC(=N)N1CCC[C@@H](CNC(=O)C[C@H](NS(=O)(=O)c2ccc3ccccc3c2)C(=O)N(CC(=O)O)C4CC4)C1,0.36,6.4,0.55,0.94,1.9,558.65,12,5,186,12,zwitterionic,0.68,-1.6
Naratriptan,CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1,2.4,6.6,0.7,6.1,6.6,335.46,5,2,65.2,5,cationic,2.5,0.43
Nateglinide,CC(C)[C@@H]1CC[C@H](CC1)C(=O)N[C@H](Cc2ccccc2)C(=O)O,0.15,1.8,0.029,1.4,1.5,317.42,4,2,66.4,6,anionic,3.8,0.67
NBI-1,C[C@H](c1c2ccccc2sc1CCN(C)C)c1ccccn1,1.83,5.31,,6.8,9.1,310.46,2,0,16.1,5,cationic,3.8,1.9
NBI-2,CN(C)CCC1Cc2cc(ccc2C=1Cc1cccnn1)F,1.11,2.33,,7.9,9,297.37,3,0,29,5,cationic,2.9,1.3
NBI-3,C[C@H](C1=C(CCN(C)C)Cc2ccccc12)c1cnccn1,1.86,3.4,,10,11,293.41,3,0,29,5,cationic,2.9,1.4
NBI-4,C[C@@H](c1cccnc1F)c1c2ccccc2sc1CCN(C)C,5.73,10.4,,10,15,328.45,2,0,16.1,5,cationic,3.9,2
Nebivolol,O[C@@H](CNC[C@H](O)[C@H]1CCc2cc(F)ccc2O1)[C@@H]3CCc4cc(F)ccc4O3,11,14,0.02,13,10,405.44,5,3,70.9,6,cationic,3.9,3.3
Nedaplatin,O1[Pt](OC(=O)C1)(N),0.67,4.05,0.84,2.75,2.1,285.14,4,1,61.5,0,n/a,n/a,n/a
Nedocromil,c12c(c3c(c(cc(o3)C(O)=O)=O)cc1c(cc(n2CC)C(O)=O)=O)CCC,0.43,10.2,0.11,0.7,0.9,371.34,8,2,127.1,5,anionic,2.8,-3.1
Nefazodone,CCC1=NN(CCCN2CCN(CC2)c3cccc(Cl)c3)C(=O)N1CCOc4ccccc4,0.51,7.5,0.01,1.1,1.2,470.01,7,0,51.6,10,neutral,4.4,4.3
Nefopam,CN1CCOC(c2ccccc2)c3ccccc3C1,5.6,12,,8.1,5,253.34,2,0,12.5,1,cationic,2.9,2.4
Nelarabine,COc1nc(N)nc2c1ncn2[C@@H]3O[C@H](CO)[C@@H](O)[C@@H]3O,4.9,81,0.8,1,0.5,297.27,10,4,148.8,3,neutral,-1.9,-1.9
Nemonoxacin,C(C(=C(N1C2CC2)C(=C2N(C[C@](C[C@]3([H])C)(N)[H])C3)OC)C=C2)(C(=C1)C(O)=O)=O,1.9,3.8,0.84,8.4,13.5,371.43,7,2,96.1,4,zwitterionic,2.5,0.077
Nemorubicin,c1(cccc2c1C(c1c(O)c3c(c(c1C2=O)O)C[C@](C(CO)=O)(O)C[C@@H]3O[C@H]1C[C@@H]([C@@H]([C@@H](O1)C)O)[N@]1CCO[C@@H](C1)OC)=O)OC,49,15.32,,53.3,49.2,643.64,14,5,201.7,7,neutral,0.75,0.59
Neostigmine,CN(C)C(=O)Oc1cccc(c1)[N+](C)(C)C,0.74,9.2,,1.3,1.3,223.29,4,0,29.5,3,neutral,-3.1,-3.1
Nesiritide,CC[C@H](C)[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCSC)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)CNC(=O)[C@H](CC(C=CC=C1)=C1)NC(=O)[C@H](CSSC[C@H](NC(=O)CNC(=O)[C@H](CC(C)C)N1)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(=CNC2)N=2)C(=O)O)C(C)C)NC(=O)CNC(=O)[C@H](CO)NC(=O)CNC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](NC(=O)[C@H](CCSC)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCC2)N2C(=O)[C@@H](N)CO)C(C)C)C(N[C@H](C(N[C@H](C(N[C@H](C(N[C@H](C(NCC1=O)=O)CO)=O)CO)=O)CO)=O)CO)=O,0.19,9.2,,0.3,0.3,3464.04,92,56,1512.7,91,cationic,-9,-9
Netilmicin,CCN[C@@H]1C[C@H](N)[C@@H](O[C@H]2OC(=CC[C@H]2N)CN)[C@H](O)[C@H]1O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O,0.073,0.55,1,2.2,3.2,475.58,12,8,199.7,8,cationic,-3.8,-7.5
Netupitant,Cc1ccccc1c2cc(ncc2N(C)C(=O)C(C)(C)c3cc(cc(c3)C(F)(F)F)C(F)(F)F)N4CCN(CC4)C,5.54,2.83,0.003,32.57,34.28,578.59,5,0,39.7,5,cationic,6.7,5.3
Nevirapine,Cc1ccnc2N(C3CC3)c4ncccc4C(=O)Nc12,1.3,0.3,0.32,81,53,266.3,5,1,58.1,1,neutral,1.3,1.1
Nicainoprol,C1CCN(C(c2cccnc2)=O)c2c1cccc2OC[C@@H](CNC(C)C)O,0.67,3.6,,3.1,12.4,369.46,6,2,74.7,7,cationic,1.4,-0.35
Nicardipine,COC(=O)C1=C(C)NC(=C(C1c2cccc(c2)N(=O)=O)C(=O)OCCN(C)Cc3ccccc3)C,1,11,0.01,1.5,4.1,479.52,9,1,113.7,11,neutral,3.9,3.7
Nicorandil,c1(C(NCCO[N+](=O)[O-])=O)cccnc1,1.4,8.9,0.76,2.7,3.6,211.17,7,1,94.4,5,neutral,0.53,0.53
Nicotine,CN1CCC[C@H]1c2cccnc2,2.6,18,0.95,2.4,2,162.23,2,0,16.1,1,cationic,1.1,-0.46
Nifedipine,COC(=O)C1=C(C)NC(=C(C1c2ccccc2N(=O)=O)C(=O)OC)C,0.79,7.3,0.044,1.8,1.9,346.33,8,1,110.4,6,neutral,2.4,2.4
Nifekalant,n1(c(=O)n(c(=O)cc1NCC[N@@](CCCc1ccc(cc1)[N+](=O)[O-])CCO)C)C,1.96,20.89,0.09,1.56,1.52,405.45,10,2,122.6,11,cationic,1.2,0.5
Nimodipine,COCCOC(=O)C1=C(C)NC(=C(C1c2cccc(c2)N(=O)=O)C(=O)OC(C)C)C,1.1,15,0.016,1.2,1.3,418.44,9,1,119.7,10,neutral,3.2,3.2
Nintedanib,CN1CCN(CC1)CC(=O)N(C)c2ccc(cc2)N/C(=C\3/c4ccc(cc4NC3=O)C(=O)OC)/c5ccccc5,15,19.9,0.02,12.6,9.5,539.62,9,2,94.2,8,cationic,3.8,3.4
Nisoldipine,COC(=O)C1=C(C)NC(=C(C1c2ccccc2N(=O)=O)C(=O)OCC(C)C)C,5.5,15,0.003,6.5,11,388.41,8,1,110.4,8,neutral,3.7,3.7
Nitrazepam,O=C1CN=C(c2ccccc2)c3cc(ccc3N1)N(=O)=O,1.7,0.86,0.13,33,26,281.27,6,1,87.3,2,neutral,2.1,2.1
Nitrendipine,CCOC(=O)C1=C(C)NC(=C(C1c2cccc(c2)N(=O)=O)C(=O)OC)C,6.1,25,0.02,4.1,8.2,360.36,8,1,110.4,7,neutral,3,3
Nitrofurantoin,O=C1CN(\N=C\c2oc(cc2)N(=O)=O)C(=O)N1,0.57,9.7,0.17,0.98,0.97,238.16,9,1,121,3,anionic,-0.64,-0.98
Nitroglycerin,C(CO[N+](=O)[O-])(CO[N+](=O)[O-])O[N+](=O)[O-],,194.3,0.4,,4.5,227.09,12,0,157.1,8,neutral,1.7,1.7
Nizatidine,CN\C(=C/N(=O)=O)\NCCSCc1csc(CN(C)C)n1,1,9.8,0.65,1.7,1.5,331.46,7,2,86,10,neutral,-0.17,-0.24
NK 611,COc1cc(cc(OC)c1O)C2C3C(COC3=O)C(OC4OC5COC(C)OC5C(O)C4N(C)C)c6cc7OCOc7cc26,0.3,0.4,0.013,17,14,615.63,13,2,143.8,6,neutral,0.23,0.21
Nocloprost,C(\[C@@H]1[C@@H]([C@@H](Cl)C[C@@H]1O)C\C=C\CCCC(O)=O)=C\[C@@H](C(CCCC)(C)C)O,0.16,13.2,,0.2,0.8,400.98,4,3,77.8,12,anionic,5.1,2.6
Nomifensine,CN1CC(c2ccccc2)c3cccc(N)c3C1,6,22,0.4,4.5,6.5,238.33,2,1,29.3,1,cationic,2.3,0.87
Norfloxacine,c12c(c(=O)c(cn1CC)C(=O)O)cc(c(c2)N1CCNCC1)F,1.88,6.96,0.13,4.5,4.45,319.33,6,2,74.6,3,zwitterionic,1.7,-0.72
Nortilidine,CCOC(=O)[C@@]1(CCC=C[C@H]1NC)c2ccccc2,2.5,9.9,,4.2,4.4,259.34,3,1,38.3,5,cationic,3,1.9
Nortriptyline,CNCCC=C1c2ccccc2CCc3ccccc13,22,10,0.12,37,30,263.38,1,1,12,3,cationic,4.1,1.9
Noscapine,CN1CCc2cc3c(c(c2[C@@H]1[C@@H]4c5ccc(c(c5C(=O)O4)OC)OC)OC)OCO3,2.3,16.88,,2.28,2.13,413.42,8,0,75.7,4,neutral,2.5,2.4
Octreotide,CC(O)C(CO)NC(=O)C1CSSCC(NC(=O)C(N)CC2=CC=CC=C2)C(=O)NC(CC2=CC=CC=C2)C(=O)NC(CC2=CNC3=C2C=CC=C3)C(=O)NC(CCCCN)C(=O)NC(C(C)O)C(=O)N1,0.19,2.38,0.35,1.3,1.7,1019.24,20,13,332.2,17,cationic,-0.38,-3.4
Odanacatib,CC(C)(C[C@@H](C(=O)NC1(CC1)C#N)N[C@@H](c2ccc(cc2)c3ccc(cc3)S(=O)(=O)C)C(F)(F)F)F,1.63,0.19,,147.3,108,525.56,6,2,99.1,9,neutral,3.7,3.7
Ofloxacin,CC1COc2c(N3CCN(C)CC3)c(F)cc4C(=O)C(=CN1c24)C(=O)O,1.6,2.5,0.75,11,8.9,361.37,7,1,73.3,2,zwitterionic,1.9,-0.4
OGT719,O[C@H]1[C@@H](O[C@@H]([C@@H]([C@@H]1O)O)CO)n1c(=O)[nH]c(=O)c(c1)F,0.33,1.38,,3.95,4.21,292.22,9,5,145,2,neutral,-3.1,-6.6
Olcegepant,NCCCC[C@H](NC(=O)[C@@H](Cc1cc(Br)c(O)c(Br)c1)NC(=O)N2CCC(CC2)N3Cc4ccccc4NC3=O)C(=O)N5CCN(CC5)c6ccncc6,0.31,2.6,,1.9,2.5,869.65,14,5,176.5,12,cationic,4.1,2.2
Oleandomycin,[H]O[C@H]1[C@H](C)O[C@@H](C[C@@H]1OC)O[C@@H]1[C@@H](C)C(=O)O[C@H](C)[C@H](C)[C@@H]([C@@H](C)C([C@]2(C[C@H](C)[C@@H]([C@H]1C)O[C@@H]1[C@@H]([C@@H](C[C@H](C)O1)N(C)C)O[H])CO2)=O)O[H],0.77,9.1,0.4,1.41,1.05,687.86,13,3,166,9,cationic,2,0.7
Oliceridine,COc1ccsc1CNCC[C@]2(CCOC3(C2)CCCC3)c4ccccn4,0.78,6.89,,1.9,1.8,386.55,4,1,43.4,7,cationic,3.1,2.5
Olmesartan,c1(nc(c(n1Cc1ccc(cc1)c1c(cccc1)c1nnn[nH]1)C(=O)O)C(C)(C)O)CCC,,0.29,,,10.8,446.5,9,3,129.8,7,anionic,4.5,-0.93
Olodaterol,O=C(N1)COC2=C1C=C(O)C=C2[C@@H](O)CNC(C)(CC3=CC=C(OC)C=C3)C,15.85,12.45,0.4,22.21,22.1,386.44,7,4,100,7,cationic,2.1,0.98
Olprinone,c1(c(cc(c(=O)[nH]1)C#N)c1ccc2n(c1)ccn2)C,0.64,11,,0.97,1.13,250.26,5,1,74,2,neutral,0.59,-2.9
Olsalazine,OC(=O)c1cc(ccc1O)N=Nc2ccc(O)c(c2)C(=O)O,0.07,1.2,0.01,0.97,0.9,302.24,8,4,139.8,4,anionic,3.2,-3.6
Omadacycline,CN(C)[C@H]1[C@@H]2C[C@@H]3Cc4c(cc(CNCC(C)(C)C)c(O)c4C(=O)C3=C(O)[C@]2(O)C(=O)C(=C1O)C(=O)N)N(C)C,2.7,2.34,,19.24,15,556.65,11,6,176.7,6,zwitterionic,1.4,-2.1
Ombitasvir,CC(C)[C@@H](C(=O)N1CCC[C@H]1C(=O)Nc2ccc(cc2)[C@@H]3CC[C@H](N3c4ccc(cc4)C(C)(C)C)c5ccc(cc5)NC(=O)[C@@H]6CCCN6C(=O)[C@H](C(C)C)NC(=O)OC)NC(=O)OC,2.32,1.68,0.001,23.07,28.49,894.11,15,4,178.7,15,neutral,7.8,7.8
Ombrabulin,O=C([C@@H](N)CO)NC1=C(OC)C=CC(/C=C\C2=CC(OC)=C(OC)C(OC)=C2)=C1,0.44,22.6,,0.32,0.26,402.44,8,3,112.3,9,neutral,1,0.91
