smiles_r,human_VDss_L_kg,human_CL_mL_min_kg,human_fup,human_mrt,human_thalf,MW,HBA,HBD,TPSA_NO,RotBondCount,MoKa.LogP,MoKa.LogD7.4,molecular_weight_smiles_r
CSCO[C@H]1C[C@H]2OC[C@@]2(OC(C)=O)[C@H]2[C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)C(O)C(NC(=O)c4ccccc4)c4ccccc4)C(C)=C(C(OC(C)=O)C(=O)[C@]12C)C3(C)C,11.0,6.4,,29.0,32.0,914.02,15.0,3.0,210.3,17.0,4.1,4.1,913.3343264399999
CSc1ccc(C(=O)c2[n-]c(=O)[n-]c2C)cc1,1.48,19.1,0.3,1.33,1.94,248.3,4.0,2.0,65.7,3.0,1.3,1.3,246.04739571982
C[C@@H](C[NH+]1CC(=O)NC(=O)C1)[NH+]1CC(=O)NC(=O)C1,0.55,3.1,1.0,3.0,2.5,268.27,8.0,2.0,98.8,3.0,-0.45,-0.5,270.13170789618
C[C@@H](Cc1ccccc1)NC(=O)C([NH3+])CCCC[NH3+],0.6,17.0,,0.6,1.2,263.38,4.0,3.0,81.1,8.0,0.95,-2.1,265.21431532418
C[C@@H](N/C(NC#N)=[NH+]\c1ccncc1)C(C)(C)C,1.1,5.68,0.6,3.2,2.5,245.32,5.0,2.0,73.1,5.0,1.4,1.4,246.17132206008998
C[C@@H](O)C1C(=O)[NH+]2C(C(=O)[O-])=C(COC(N)=O)S[C@H]12,0.24,7.55,0.72,0.54,0.54,310.26,8.0,2.0,133.0,5.0,-2.1,-5.6,288.04160710400004
C[C@@H](O)C1C(=O)[NH+]2C(C(=O)[O-])=C(C[NH3+])S[C@H]12,0.23,7.67,,0.5,0.5,244.27,6.0,3.0,103.9,3.0,-2.4,-4.7,245.05905431609
C[C@@H](O)C1C(=O)[NH+]2C(C(=O)[O-])=C(SC3Cn4cnc[n+]4C3)[C@H](C)[C@H]12,0.2,2.5,0.92,1.3,1.1,350.39,8.0,1.0,102.4,4.0,-3.1,-5.4,351.11215250809005
C[C@@H](O)C1C(=O)[NH+]2C(C(=O)[O-])=C(SCCNC=[NH2+])C[C@H]12,0.24,3.0,0.86,1.3,0.95,299.35,7.0,4.0,113.7,7.0,-0.81,-3.1,300.10125347609
C[C@@H](O)C1C(=O)[NH+]2C(C(=O)[O-])=C(SCCOC(N)=O)S[C@H]12,0.3,7.5,0.35,0.67,0.8,334.37,8.0,3.0,130.2,7.0,-1.6,-4.6,334.02932816799995
C[C@@H](O)C1C(=O)[NH+]2C(C(=O)[O-])=C(S[C@@H]3C[NH2+]C(C(=O)Nc4cccc(C(=O)[O-])c4)C3)[C@H](C)[C@H]12,0.12,0.45,0.1,4.4,3.8,475.51,10.0,5.0,156.3,7.0,0.43,-4.8,475.14132114
C[C@@H](O)C1C(=O)[NH+]2C(C(=O)[O-])=C(S[C@@H]3C[NH2+]C(C(=O)[NH+](C)C)C3)[C@H](C)[C@H]12,0.3,3.9,0.87,1.3,1.0,383.46,8.0,3.0,110.2,5.0,-1.0,-3.5,385.16604480418005
C[C@@H](O)C1C(=O)[NH+]2C(C(=O)[O-])=C(S[C@H]3CC(C(=O)[NH+]4CC[C@H](NC(=O)CNC(N)=[NH2+])C4)[NH+](C)C3)[C@H](C)[C@H]12,0.23,1.9,0.91,2.0,1.7,537.63,13.0,6.0,192.4,9.0,-2.3,-4.7,540.2587821962701
C[C@@H](O)C1C(=O)[NH+]2C(C(=O)[O-])=C(S[C@H]3CC[S@@+](O)C3)S[C@@H]12,0.21,5.1,0.9,0.7,0.9,348.44,6.0,1.0,97.7,4.0,-1.8,-4.7,350.01851203209003
C[C@@H](O)C1C(=O)[NH+]2C(C(=O)[O-])=C([C@H]3CCCO3)S[C@H]12,0.18,2.23,,1.34,1.4,285.32,6.0,2.0,87.1,3.0,-1.0,-4.4,285.06709358000006
C[C@@H](OC[C@@]1(c2ccccc2)CC[C@]2(CCC(=O)N2)C[NH2+]1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,,0.38,0.002,,148.5,500.48,4.0,2.0,50.4,5.0,5.1,3.8,501.19712384409
C[C@@H](O[C@H]1OCC[NH+](Cc2n[n-]c(=O)[n-]2)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,0.94,1.0,0.05,16.0,13.0,534.43,7.0,2.0,75.2,6.0,4.1,4.1,533.14291161991
C[C@@H](O[C@H]1OCC[NH+](Cc2nc(=O)n(P(=O)([O-])[O-])[n-]2)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,0.07,18.6,0.02,0.06,2.2,614.41,10.0,3.0,129.9,7.0,2.4,-3.5,612.1019656898201
C[C@@H](Oc1cc(-c2cnn(C3CC[NH2+]CC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,22.15,9.75,0.09,37.9,38.9,450.34,6.0,2.0,78.0,5.0,4.3,2.3,450.12582035609
C[C@@H](Oc1cc(-n2cnc3ccc(C[NH+]4CC[NH+](C)CC4)cc32)sc1C(N)=O)c1ccccc1C(F)(F)F,12.0,20.0,,10.0,10.3,543.6,7.0,1.0,76.6,7.0,4.1,3.0,545.2061337001801
C[C@@H]([C@@H](O)c1ccc([O-])cc1)[NH+]1CCC(O)(c2ccccc2)CC1,4.4,27.0,0.63,2.6,3.7,327.42,4.0,3.0,63.9,4.0,2.1,1.0,327.18344366
C[C@@H]([C@@](O)(Cn1cncn1)c1ccc(F)cc1F)S(C)(=O)=O,0.62,0.19,,54.0,49.0,331.34,6.0,1.0,85.1,5.0,-0.18,-0.18,331.08021877999994
C[C@@H]([NH2+]CCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12,17.6,18.3,0.05,16.0,19.9,357.41,1.0,1.0,12.0,6.0,6.6,5.1,358.17771081609004
C[C@@H]([NH2+]CCc1ccc([O-])cc1)[C@@H](O)c1ccc([O-])cc1,4.4,31.0,0.64,2.4,2.6,287.35,4.0,4.0,72.7,6.0,1.9,0.37,286.14486707991
C[C@@H]([NH3+])[C@H]1CC[C@@H]([NH3+])[C@@H](O[C@@H]2[C@@H]([NH3+])[C@@H](O)[C@@H](O)[C@@H]([NH+](C)C(=O)C[NH3+])[C@H]2O)O1,0.27,1.37,,3.3,2.9,391.46,11.0,7.0,203.5,5.0,-5.1,-8.2,396.2794660364499
C[C@@H](c1cccnc1F)c1c(CC[NH+](C)C)sc2ccccc12,5.73,10.4,,10.0,15.0,328.45,2.0,0.0,16.1,5.0,3.9,2.0,329.14822434409
C[C@@H]1C=C2CC(=O)CCC2[C@H]2CC[C@]3(C)[C@@H](O)CC[C@H]3[C@H]12,0.8,20.0,,0.67,0.65,288.42,2.0,1.0,37.3,0.0,3.5,3.5,288.208930136
C[C@@H]1CCC[C@H](C)[NH+]1CCCC(O)(c1ccccc1)c1ccccn1,1.4,1.8,0.13,13.0,8.4,338.49,3.0,1.0,36.4,6.0,4.2,2.1,339.24309003209004
C[C@@H]1CC[NH+](C(=O)CC#N)C[C@@H]1[NH+](C)c1ncnc2[nH]ccc12,1.24,5.88,0.6,3.5,,312.37,7.0,1.0,88.9,4.0,1.5,1.5,314.18441216418
C[C@@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)[O-])cn(C4CC4)c3c2F)C[C@H](C)[NH2+]1,3.9,2.7,0.55,24.0,20.0,392.4,7.0,3.0,98.9,3.0,2.7,-0.36,392.165997004
C[C@@H]1C[C@@H]2[C@@H]3CC=C4CC(=O)C=C[C@]4(C)C3=CC[C@]2(C)C1C(=O)C[NH+]1CCN(c2cc(N3CCCC3)nc(N3CCCC3)n2)CC1,9.8,7.0,0.006,23.2,49.3,624.86,8.0,0.0,72.9,6.0,8.1,6.1,625.4224513560902
C[C@@H]1C[C@H]2C3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)SCF,4.95,13.4,,,10.6,538.58,6.0,1.0,94.1,6.0,3.7,3.7,538.1636943079999
C[C@@H]1C[C@H]2[C@@H]3CC=C4CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,0.94,3.3,0.32,4.7,3.7,392.46,5.0,3.0,94.8,2.0,1.7,1.7,392.19990224799994
C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]2(C)C1C(=O)CO,0.68,7.0,0.04,1.6,1.3,376.46,4.0,2.0,74.6,2.0,2.3,2.3,376.20498762799997
C[C@@H]1C[C@H]2[C@H]3CC=C4CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)CCl,2.2,12.7,0.01,2.9,4.4,521.43,6.0,1.0,94.1,5.0,4.5,4.5,520.1419440399999
C[C@@H]1C[NH+](C2CCC(C#N)(c3ccc(F)cc3)CC2)CC[C@]1(C(=O)[O-])c1ccccc1,1.17,0.43,0.453,45.3,33.0,420.52,4.0,1.0,64.3,6.0,4.3,2.0,420.22130638799996
C[C@@H]1O[C@@H](O[C@@H]2[C@H](C)O[C@@H](O[C@H]3C[C@](O)(C(=O)CO)Cc4c([O-])c5c(c([O-])c43)C(=O)c3ccccc3C5=O)C[C@@H]2O)C[C@H]([NH3+])[C@@H]1O,2.4,2.5,,17.0,21.0,643.64,14.0,7.0,235.5,6.0,0.54,-2.2,642.21921379191
C[C@@H]1O[C@@H]1P(=O)([O-])[O-],0.32,2.0,1.0,2.7,1.9,138.06,4.0,2.0,70.1,1.0,-0.62,-5.7,135.99364242982
C[C@@H]1[C@H](O)[C@@H](C)C=CC=CC=CC=CC=CC=CC=C[C@H](O[C@H]2O[C@H](C)[C@@H](O)[C@H]([NH3+])[C@@H]2O)C[C@@H]2O[C@@](O)(C[C@@H](O)C[C@@H](O)[C@H](O)CC[C@@H](O)C[C@@H](O)CC(=O)O[C@H]1C)C[C@H](O)C2C(=O)[O-],0.62,0.17,0.03,61.0,40.0,924.08,18.0,12.0,319.6,15.0,3.1,0.41,923.4878498760002
C[C@@](O)(/C=C/[C@H]1CC=CC(=O)O1)[C@@H](C[C@@H](O)/C=C\C=C/C=C/CO)OP(=O)([O-])[O-],0.086,1.2,,1.2,1.5,430.39,9.0,5.0,153.7,11.0,-0.81,-4.4,428.1247161698199
C[C@@]1(Cn2ccnn2)C(C(=O)[O-])[NH+]2C(=O)C[C@H]2S1(=O)=O,0.26,4.81,0.7,0.89,0.97,300.29,9.0,1.0,122.5,3.0,-1.7,-5.2,300.05284048399994
C[C@@]12CCCCC[C@@H](Cc3ccc([O-])cc31)[C@@H]2[NH3+],5.6,27.5,0.08,4.6,3.9,245.36,2.0,2.0,46.3,0.0,3.0,1.1,245.177964356
C[C@H](/C=C/[C@H](C)C(C)(C)O)[C@H]1CC[C@H]2/C(=C/C=C3C[C@@H](O)C[C@H](O)C3)CCC[C@]12C,0.41,0.89,0.0016,7.7,5.3,416.64,3.0,3.0,60.7,4.0,6.4,6.4,416.32904526799996
C[C@H](CCC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,0.19,5.7,,0.57,1.42,392.57,4.0,3.0,77.8,4.0,4.4,2.0,391.28538330791
C[C@H](CCc1ccc([O-])cc1)[NH2+]CCc1ccc([O-])c([O-])c1,,115.0,,,,301.38,4.0,4.0,72.7,7.0,3.4,1.7,299.15324069182003
C[C@H](CCc1ccccc1)[NH2+]C[C@H](O)c1ccc([O-])c(C(N)=O)c1,4.8,29.0,,2.8,3.3,328.41,5.0,4.0,95.6,8.0,1.8,0.97,328.178692628
C[C@H](C[NH+]1CCOCC1)C(C(=O)[NH+]1CCCC1)(c1ccccc1)c1ccccc1,0.47,2.19,,3.88,3.18,392.53,4.0,0.0,32.8,6.0,3.4,3.4,394.26093116818
C[C@H](Cc1cc2c(c(C(N)=O)c1)N(CCCO)CC2)[NH2+]CCOc1ccccc1OCC(F)(F)F,,2.8,0.05,,3.6,495.53,7.0,3.0,97.1,13.0,3.0,2.3,496.24176761609
C[C@H](Cn1cnc2c(N)ncnc21)OCP(=O)([O-])[O-],0.83,3.1,0.93,3.8,5.8,287.21,9.0,3.0,136.4,5.0,-1.3,-6.4,285.06378765382
C[C@H](O)C1C(=O)[NH+]2C(C(=O)[O-])=C(S[C@H]3C[NH2+][C@H](CNS(N)(=O)=O)C3)[C@@H](C)C12,0.23,3.26,0.92,1.2,1.2,420.5,10.0,5.0,162.1,10.0,-1.5,-3.9,421.12100294009
C[C@H]([NH3+])Cc1ccccc1,6.1,9.7,0.8,10.0,7.3,135.21,1.0,1.0,26.0,2.0,1.8,-0.64,136.11207586809
C[C@H]1C(=NC(=O)C(NOC(C)(C)C(=O)[O-])c2csc(N)n2)C(=O)N1S(=O)(=O)[O-],0.18,1.5,0.4,2.1,1.5,435.43,13.0,4.0,201.6,7.0,-0.95,-6.2,433.03730159982007
C[C@H]1CCc2c(N3CCC(O)CC3)c(F)cc3c(=O)c(C(=O)[O-])cn1c23,0.25,0.54,,7.87,6.04,360.38,6.0,2.0,82.8,2.0,3.0,1.6,359.14125891991
C[C@H]1CN(c2c(F)cc3c(=O)c(C(=O)[O-])cn(C4CC4)c3c2OC(F)F)CC[NH2+]1,1.1,2.7,,7.1,5.9,411.38,7.0,2.0,83.8,5.0,2.5,-0.28,411.14059077999997
C[C@H]1COc2c(C3([NH3+])CC3)c(F)cc3c(=O)c(C(=O)[O-])cn1c23,0.68,4.87,0.79,2.32,2.1,318.3,6.0,2.0,94.6,2.0,1.6,-0.87,318.10158518000003
C[C@H]1COc2c(N3CC[NH+](C)CC3)c(F)c(N)c3c(=O)c(C(=O)[O-])cn1c23,2.42,2.2,0.82,18.3,20.1,376.38,8.0,2.0,99.3,2.0,1.5,-0.73,376.15468337199997
C[C@H]1COc2c(N3CC[NH+](C)CC3)c(F)cc3c(=O)c(C(=O)[O-])cn1c23,1.2,1.9,0.75,11.0,8.8,361.37,7.0,1.0,73.3,2.0,1.9,-0.4,361.14378433999997
C[C@H]1C[C@H]2[C@@H]3CC=C4CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,1.3,2.8,0.36,7.9,5.6,392.46,5.0,3.0,94.8,2.0,1.7,1.7,392.19990224799994
C[C@H]1C[NH+](CC(Cc2ccccc2)C(=O)NCC(=O)[O-])CC[C@@]1(C)c1cccc([O-])c1,0.43,5.84,0.2,1.24,5.3,424.53,6.0,3.0,89.9,8.0,3.1,0.28,423.22893105191
C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5CC[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,0.44,0.043,0.066,170.0,180.0,764.94,13.0,5.0,182.8,7.0,1.2,1.2,764.4346921080001
C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,4.1,1.7,0.7,40.0,38.0,780.94,14.0,6.0,203.1,7.0,0.21,0.21,780.4296067280001
C[C@H]1O[C@@H](n2cc(F)c(=O)[n-]c2=O)[C@H](O)[C@@H]1O,0.28,11.0,0.61,0.46,0.35,246.19,7.0,3.0,99.1,1.0,-1.3,-1.5,245.05792321991
C[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](OC(C(=O)C(O)CO)[C@H](O)CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1[NH2+][C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O,0.32,2.2,,2.4,2.7,645.6,19.0,14.0,329.0,13.0,-9.0,-9.0,646.25528998809
C[C@H]1[C@H](C)CC[C@]2(C(=O)[O-])CC[C@@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]12,0.54,3.87,,2.34,4.8,456.7,3.0,2.0,57.5,1.0,6.9,4.8,455.35306894391
C[C@H]1[C@H](OC(=O)CCC(=O)[O-])O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,15.0,1070.0,0.25,0.32,0.22,384.42,8.0,1.0,100.5,5.0,3.0,2.9,383.17114140391
C[C@H]1[NH2+]Cc2cc(-c3ccc4c(=O)c(C(=O)[O-])cn(C5CC5)c4c3OC(F)F)ccc21,1.0,1.23,0.25,13.7,,426.41,6.0,2.0,78.9,6.0,3.4,1.1,426.13911356
C[C@H]1c2cccc([O-])c2C(=O)C2=C([O-])[C@]3(O)C(=O)C(C(N)=O)=C([O-])[C@@H]([NH+](C)C)[C@@H]3[C@@H](O)[C@@H]21,0.69,0.46,0.12,25.0,14.0,444.43,10.0,6.0,181.6,2.0,-0.64,-3.3,442.13871282382
C[C@]([NH3+])(Cc1ccc([O-])c([O-])c1)C(=O)[O-],0.69,3.5,0.85,3.3,5.9,211.21,5.0,4.0,103.8,3.0,0.66,-2.1,209.06990499182
C[C@]12C=CC(=O)C=C1CC[C@@H]1C2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,0.57,2.5,0.27,3.8,2.9,358.43,5.0,2.0,91.7,2.0,1.4,1.4,358.1780239319999
C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,0.86,2.9,0.25,4.8,3.4,360.44,5.0,3.0,94.8,2.0,1.7,1.6,360.1936739959999
C[C@]12CC=C3C4=C(CCC3[C@@H]1CC[C@@]2(O)CC#N)CC(=O)CC4,0.6,1.29,0.1,8.52,11.0,311.42,3.0,1.0,61.1,2.0,2.1,2.1,311.18852904
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,0.38,5.7,0.2,1.9,1.6,362.46,5.0,3.0,94.8,2.0,1.5,1.5,362.2093240599999
C[C@]12CC[C@@H]3c4ccc(OC(=O)[NH+](CCCl)CCCl)cc4CC[C@H]3[C@@H]1CC[C@@H]2OP(=O)([O-])[O-],0.12,0.94,0.5,2.1,2.4,520.38,7.0,2.0,96.3,8.0,5.0,1.0,518.1271532819098
C[C@]12CC[C@@H]3c4ccc([O-])cc4CC[C@H]3[C@@H]1CC[C@@H]2O,1.2,30.0,0.016,0.7,1.7,272.38,2.0,2.0,40.5,0.0,3.7,3.7,271.17035355591
C[C@]12CC[C@@H]3c4ccc([O-])cc4C[C@H](CCCCCCCCC[S+](O)CCCC(F)(F)C(F)(F)F)C3[C@@H]1CC[C@@H]2O,4.15,11.8,0.01,5.86,16.0,606.77,3.0,2.0,57.5,16.0,9.0,9.0,606.316607464
C[C@]12CC[C@H]3[C@@H](CC=C4CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,0.35,24.5,0.057,0.25,0.17,288.42,2.0,1.0,37.3,0.0,3.3,3.3,288.208930136
C[C@]12C[C@]3(O)O[C@@H](O1)[C@@]1(COC(=O)c4ccccc4)[C@@H]3C[C@]12O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,0.22,2.05,0.77,1.83,1.49,480.46,11.0,5.0,164.4,7.0,-1.2,-1.2,480.1631617159999
C[N+](C)(C)C[C@H](O)CC(=O)[O-],0.4,1.6,1.0,4.2,5.0,161.2,4.0,1.0,60.4,4.0,-4.6,-4.0,161.10519334
C[N+](C)(C)[NH2+]CCC(=O)[O-],0.7,2.8,,4.3,6.2,146.19,4.0,1.0,52.2,4.0,-6.6,-8.9,147.11280414009
C[N+](C)(O)CCCN1c2ccccc2CCc2ccccc21,1.9,12.0,,2.6,1.8,296.41,3.0,0.0,20.3,4.0,0.84,0.84,297.19613984009004
C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1,0.37,16.8,,0.37,0.65,398.33,4.0,1.0,46.5,5.0,-0.23,-0.23,318.20637017609
C[N+]1(C)[C@@H]2CC(OC(=O)C(O)(c3cccs3)c3cccs3)C[C@H]1[C@@H]1O[C@@H]12,32.0,12.6,0.28,42.3,,392.51,5.0,1.0,59.1,5.0,-2.3,-2.3,392.09847660409
C[N+]1(CC2CC2)CC[C@]23c4c5ccc([O-])c4OC2C(=O)CC[C@@]3(O)[C@H]1C5,2.6,22.0,0.87,2.0,2.5,356.44,5.0,2.0,66.8,2.0,-2.7,-1.4,355.17835828
C[N+]1(CC2CC2)[C@@H]2C[C@@H](OC(=O)C(CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12,1.12,25.0,,0.74,0.83,358.45,5.0,1.0,59.1,7.0,-2.8,-2.8,358.20128479608996
C[NH+](C(=O)Cc1cccc2sccc12)[C@@H]1CCCC[C@H]1[NH+]1CCCC1,1.1,3.0,,5.9,5.5,356.52,3.0,0.0,23.5,4.0,4.4,3.2,358.20678742018
C[NH+](C)C(=O)CCS[C@H](SCCC(=O)[O-])c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1,0.11,0.68,0.0004,2.7,2.3,515.09,5.0,1.0,70.5,11.0,5.1,1.6,514.115162404
C[NH+](C)C(=O)Oc1cc(OC(=O)[NH+](C)C)cc(C(O)C[NH2+]C(C)(C)C)c1,1.6,18.0,,1.4,2.6,367.44,8.0,2.0,91.3,7.0,1.3,-0.27,370.23255038427
C[NH+](C)C(=O)Oc1cccc([N+](C)(C)C)c1,0.74,9.2,,1.3,1.3,223.29,4.0,0.0,29.5,3.0,-3.1,-3.1,224.15138072018
C[NH+](C)C/C=C(\c1ccc(Br)cc1)c1cccnc1,6.8,13.8,0.086,8.22,6.26,317.22,2.0,0.0,16.1,4.0,3.6,2.3,317.06478709609
C[NH+](C)C1CC[NH+](C(=O)c2ccc(NC(=O)Nc3ccc(-c4nc(N5CCOCC5)nc(N5CCOCC5)n4)cc3)cc2)CC1,2.39,2.25,,17.65,35.8,615.73,13.0,2.0,128.3,7.0,3.3,2.3,617.34270369618
C[NH+](C)CC(Oc1ccccc1)Oc1ccccc1,2.8,13.7,,3.4,4.4,257.33,3.0,0.0,21.7,6.0,3.1,2.8,258.14885530009
C[NH+](C)CC/C=C1/c2ccccc2Sc2ccc(Cl)cc21,13.7,11.5,,20.7,25.8,315.86,1.0,0.0,3.2,3.0,5.5,4.2,316.09212470809
C[NH+](C)CC/C=C1\c2ccccc2COc2ccccc21,12.0,14.0,0.2,15.0,15.0,279.38,2.0,0.0,12.5,3.0,4.2,2.8,280.16959074409
C[NH+](C)CCC(c1ccc(Cl)cc1)c1ccccn1,3.3,2.5,0.7,22.0,22.0,274.79,2.0,0.0,16.1,5.0,3.3,1.4,275.13095274009
C[NH+](C)CCC1=C(Cc2cccnn2)c2ccc(F)cc2C1,1.11,2.33,,7.9,9.0,297.37,3.0,0.0,29.0,5.0,2.9,1.3,298.17140231209
C[NH+](C)CCC=C1c2ccccc2CCc2ccccc21,8.7,6.1,0.07,24.0,17.0,277.4,1.0,0.0,3.2,3.0,4.6,3.3,278.19032618809
C[NH+](C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,12.0,4.3,0.2,47.0,33.0,324.39,3.0,0.0,36.3,6.0,4.1,2.0,325.17106796409
C[NH+](C)CCCN1c2ccccc2CCc2cc([O-])ccc21,6.6,9.2,0.36,12.0,10.0,296.41,3.0,1.0,26.7,4.0,3.9,2.2,296.18886338799996
C[NH+](C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,13.0,8.2,0.029,26.0,26.0,314.85,2.0,0.0,6.5,4.0,5.1,3.4,315.16225286809
C[NH+](C)CCCN1c2ccccc2CCc2ccccc21,12.0,13.0,0.075,15.0,16.0,280.41,2.0,0.0,6.5,4.0,4.3,2.7,281.20122522009
C[NH+](C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,10.0,16.0,0.056,10.0,11.0,318.86,2.0,0.0,6.5,4.0,5.2,3.6,319.10302374008995
C[NH+](C)CCCN1c2ccccc2Sc2ccccc21,8.1,14.0,0.11,9.6,7.9,284.42,2.0,0.0,6.5,4.0,4.4,2.8,285.14199609209004
C[NH+](C)CCCNC(=O)/C(=C/CCCCC(O)=NO)COc1cccc2ccccc12,0.45,1.82,,4.1,2.1,427.54,7.0,3.0,90.9,13.0,2.4,0.86,428.25438298808996
C[NH+](C)CCCO[C@@H]1[C@H]2OC(C)(C)O[C@H]2O[C@@H]1[C@H](O)CO,1.04,3.48,0.97,5.0,4.07,305.37,7.0,2.0,80.6,7.0,-0.32,-2.4,306.19111403608997
C[NH+](C)CCCOc1nn(Cc2ccccc2)c2ccccc12,1.53,2.28,0.8,11.4,8.1,309.41,4.0,0.0,30.3,7.0,4.2,0.76,310.19138880809
C[NH+](C)CCN(Cc1cccs1)c1ccccn1,3.3,28.0,,2.0,1.6,261.39,3.0,0.0,19.4,6.0,2.7,1.6,262.13724506009
C[NH+](C)CCNC(=O)c1cccc2cc3ccccc3nc12,3.41,16.31,0.03,3.49,2.08,293.36,4.0,1.0,45.2,4.0,2.8,1.5,294.16008868009
C[NH+](C)CCNc1ccc2c3c(nn2CC[NH2+]CCO)-c2cnccc2C(=O)c13,57.0,27.0,,39.0,45.0,394.47,8.0,3.0,95.3,9.0,0.69,-1.4,396.22627697618
C[NH+](C)CCOC(c1ccccc1)c1ccccc1,6.5,9.8,0.19,11.0,9.3,255.35,2.0,0.0,12.5,6.0,3.5,2.3,256.16959074409
C[NH+](C)CCO[C@]1(c2ccccc2)C[C@H]2CC[C@]1(C)C2(C)C,7.7,4.88,0.05,26.6,26.6,301.47,2.0,0.0,12.5,5.0,4.0,2.6,302.24784106409
C[NH+](C)CC[NH+]1C(=O)c2cccc3cc(N)cc(c23)C1=O,7.33,19.32,,6.34,4.78,283.33,5.0,1.0,66.6,3.0,1.5,1.3,285.14662968818
C[NH+](C)CC[NH+]1C(=O)c2cccc3cc([N+](=O)[O-])cc(c23)C1=O,11.3,34.6,,5.6,28.7,313.31,7.0,0.0,83.8,4.0,2.3,2.1,315.12080886418
C[NH+](C)CCc1c[nH]c2ccc(CS(=O)(=O)[NH+]3CCCC3)cc12,2.2,8.9,0.6,4.2,3.4,335.46,5.0,1.0,56.4,6.0,1.8,0.63,337.18130094418
C[NH+](C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12,1.8,6.7,0.75,4.6,3.6,287.36,5.0,2.0,57.4,5.0,1.5,0.24,288.17065336409
C[NH+](C)CCc1c[nH]c2ccc(Cn3cncn3)cc12,1.9,16.0,0.86,2.0,2.2,269.34,5.0,1.0,49.7,5.0,1.6,0.41,270.17132206009
C[NH+](C)CCn1nnnc1SCC1=C(C(=O)[O-])[NH+]2C(=O)C(NC(=O)Cc3csc(N)n3)[C@H]2SC1,0.26,5.8,0.5,0.76,0.84,525.63,13.0,3.0,172.5,10.0,-1.2,-4.3,526.11078966809
C[NH+](C)C[C@H](c1ccc([O-])cc1)C1(O)CCCCC1,3.5,4.9,0.7,11.8,8.4,263.38,3.0,2.0,43.7,4.0,2.9,0.95,263.18852904
